model,id,event_id,episode_id,sid,window,condition,query_target_sid,candidate_only,target_identity,event_proximity,combined,event_proximity_probability,reference_admit
qwen3vl_32b,habit_cfx_0248,008354_01,008354,S7788,ready,counterfactual,S8975,False,False,False,False,0.7106319191020816,False
qwen3vl_32b,habit_cfx_0249,008364_01,008364,S7788,early,counterfactual,S6759,False,False,False,False,0.4337464916931842,False
qwen3vl_32b,habit_cfx_0250,008364_01,008364,S7788,early,counterfactual,S7025,False,False,False,False,0.4337464916931842,False
qwen3vl_32b,habit_cfx_0251,008364_01,008364,S7788,early,counterfactual,S7414,False,False,False,False,0.4337464916931842,False
qwen3vl_32b,habit_cfx_0252,008364_01,008364,S7788,early,counterfactual,S8975,False,False,False,False,0.4337464916931842,False
qwen3vl_32b,habit_cfx_0253,008364_01,008364,S7788,ready,counterfactual,S6759,False,False,False,False,0.9093373452458308,False
qwen3vl_32b,habit_cfx_0254,008364_01,008364,S7788,ready,counterfactual,S7025,False,False,False,False,0.9093373452458308,False
qwen3vl_32b,habit_cfx_0255,008364_01,008364,S7788,ready,counterfactual,S7414,False,False,False,False,0.9093373452458308,False
qwen3vl_32b,habit_cfx_0256,008364_01,008364,S7788,ready,counterfactual,S8975,False,False,False,False,0.9093373452458308,False
qwen3vl_32b,habit_cfx_0257,008372_02,008372,S7788,early,counterfactual,S6759,False,False,False,False,0.5698434889308098,False
qwen3vl_32b,habit_cfx_0258,008372_02,008372,S7788,early,counterfactual,S7025,False,False,False,False,0.5698434889308098,False
qwen3vl_32b,habit_cfx_0259,008372_02,008372,S7788,early,counterfactual,S7414,False,False,False,False,0.5698434889308098,False
qwen3vl_32b,habit_cfx_0260,008372_02,008372,S7788,early,counterfactual,S8975,False,False,False,False,0.5698434889308098,False
qwen3vl_32b,habit_cfx_0261,008372_02,008372,S7788,ready,counterfactual,S6759,False,False,False,False,0.8293892339355269,False
qwen3vl_32b,habit_cfx_0262,008372_02,008372,S7788,ready,counterfactual,S7025,False,False,False,False,0.8293892339355269,False
qwen3vl_32b,habit_cfx_0263,008372_02,008372,S7788,ready,counterfactual,S7414,False,False,False,False,0.8293892339355269,False
qwen3vl_32b,habit_cfx_0264,008372_02,008372,S7788,ready,counterfactual,S8975,False,False,False,False,0.8293892339355269,False
qwen3vl_32b,habit_cfx_0265,008462_01,008462,S7788,early,counterfactual,S6759,False,False,False,False,0.352746657404116,False
qwen3vl_32b,habit_cfx_0266,008462_01,008462,S7788,early,counterfactual,S7025,False,False,False,False,0.352746657404116,False
qwen3vl_32b,habit_cfx_0267,008462_01,008462,S7788,early,counterfactual,S7414,False,False,False,False,0.352746657404116,False
qwen3vl_32b,habit_cfx_0268,008462_01,008462,S7788,early,counterfactual,S8975,False,False,False,False,0.352746657404116,False
qwen3vl_32b,habit_cfx_0269,008462_01,008462,S7788,ready,counterfactual,S6759,False,False,False,False,0.875546244241227,False
qwen3vl_32b,habit_cfx_0270,008462_01,008462,S7788,ready,counterfactual,S7025,False,False,False,False,0.875546244241227,False
qwen3vl_32b,habit_cfx_0271,008462_01,008462,S7788,ready,counterfactual,S7414,False,False,False,False,0.875546244241227,False
qwen3vl_32b,habit_cfx_0272,008462_01,008462,S7788,ready,counterfactual,S8975,False,False,False,False,0.875546244241227,False
qwen3vl_32b,habit_cfx_0273,008475_01,008475,S7788,early,counterfactual,S6759,False,False,False,False,0.2941236671573512,False
qwen3vl_32b,habit_cfx_0274,008475_01,008475,S7788,early,counterfactual,S7025,False,False,False,False,0.2941236671573512,False
qwen3vl_32b,habit_cfx_0275,008475_01,008475,S7788,early,counterfactual,S7414,False,False,False,False,0.2941236671573512,False
qwen3vl_32b,habit_cfx_0276,008475_01,008475,S7788,early,counterfactual,S8975,False,False,False,False,0.2941236671573512,False
qwen3vl_32b,habit_cfx_0277,008475_01,008475,S7788,ready,counterfactual,S6759,False,False,False,False,0.7734430440173119,False
qwen3vl_32b,habit_cfx_0278,008475_01,008475,S7788,ready,counterfactual,S7025,False,False,False,False,0.7734430440173119,False
qwen3vl_32b,habit_cfx_0279,008475_01,008475,S7788,ready,counterfactual,S7414,False,False,False,False,0.7734430440173119,False
qwen3vl_32b,habit_cfx_0280,008475_01,008475,S7788,ready,counterfactual,S8975,False,False,False,False,0.7734430440173119,False
qwen3vl_32b,habit_cfx_0281,008495_02,008495,S7788,early,counterfactual,S6759,False,False,False,False,0.4352436003562298,False
qwen3vl_32b,habit_cfx_0282,008495_02,008495,S7788,early,counterfactual,S7025,False,False,False,False,0.4352436003562298,False
qwen3vl_32b,habit_cfx_0283,008495_02,008495,S7788,early,counterfactual,S7414,False,False,False,False,0.4352436003562298,False
qwen3vl_32b,habit_cfx_0284,008495_02,008495,S7788,early,counterfactual,S8975,False,False,False,False,0.4352436003562298,False
qwen3vl_32b,habit_cfx_0285,008495_02,008495,S7788,ready,counterfactual,S6759,False,False,False,False,0.5999592899593257,False
qwen3vl_32b,habit_cfx_0286,008495_02,008495,S7788,ready,counterfactual,S7025,False,False,False,False,0.5999592899593257,False
qwen3vl_32b,habit_cfx_0287,008495_02,008495,S7788,ready,counterfactual,S7414,False,False,False,False,0.5999592899593257,False
qwen3vl_32b,habit_cfx_0288,008495_02,008495,S7788,ready,counterfactual,S8975,False,False,False,False,0.5999592899593257,False
qwen3vl_32b,habit_cfx_0289,008524_02,008524,S7788,early,counterfactual,S6759,False,False,False,False,0.30223392581451386,False
qwen3vl_32b,habit_cfx_0290,008524_02,008524,S7788,early,counterfactual,S7025,False,False,False,False,0.30223392581451386,False
qwen3vl_32b,habit_cfx_0291,008524_02,008524,S7788,early,counterfactual,S7414,False,False,False,False,0.30223392581451386,False
qwen3vl_32b,habit_cfx_0292,008524_02,008524,S7788,early,counterfactual,S8975,False,False,False,False,0.30223392581451386,False
qwen3vl_32b,habit_cfx_0293,008524_02,008524,S7788,ready,counterfactual,S6759,False,False,False,False,0.5059317025217817,False
qwen3vl_32b,habit_cfx_0294,008524_02,008524,S7788,ready,counterfactual,S7025,False,False,False,False,0.5059317025217817,False
qwen3vl_32b,habit_cfx_0295,008524_02,008524,S7788,ready,counterfactual,S7414,False,False,False,False,0.5059317025217817,False
qwen3vl_32b,habit_cfx_0296,008524_02,008524,S7788,ready,counterfactual,S8975,False,False,False,False,0.5059317025217817,False
qwen3vl_32b,habit_cfx_0297,009796_02,009796,S7788,early,counterfactual,S6759,False,False,False,False,0.1418504191278284,False
qwen3vl_32b,habit_cfx_0298,009796_02,009796,S7788,early,counterfactual,S7025,False,False,False,False,0.1418504191278284,False
qwen3vl_32b,habit_cfx_0299,009796_02,009796,S7788,early,counterfactual,S7414,False,False,False,False,0.1418504191278284,False
qwen3vl_32b,habit_cfx_0300,009796_02,009796,S7788,early,counterfactual,S8975,False,False,False,False,0.1418504191278284,False
qwen3vl_32b,habit_cfx_0301,009796_02,009796,S7788,ready,counterfactual,S6759,False,False,False,False,0.4523197288687617,False
qwen3vl_32b,habit_cfx_0302,009796_02,009796,S7788,ready,counterfactual,S7025,False,False,False,False,0.4523197288687617,False
qwen3vl_32b,habit_cfx_0303,009796_02,009796,S7788,ready,counterfactual,S7414,False,False,False,False,0.4523197288687617,False
qwen3vl_32b,habit_cfx_0304,009796_02,009796,S7788,ready,counterfactual,S8975,False,False,False,False,0.4523197288687617,False
qwen3vl_32b,habit_cfx_0305,009797_02,009797,S7788,early,counterfactual,S6759,False,False,False,False,0.12301382169682357,False
qwen3vl_32b,habit_cfx_0306,009797_02,009797,S7788,early,counterfactual,S7025,False,False,False,False,0.12301382169682357,False
qwen3vl_32b,habit_cfx_0307,009797_02,009797,S7788,early,counterfactual,S7414,False,False,False,False,0.12301382169682357,False
qwen3vl_32b,habit_cfx_0308,009797_02,009797,S7788,early,counterfactual,S8975,False,False,False,False,0.12301382169682357,False
qwen3vl_32b,habit_cfx_0309,009797_02,009797,S7788,ready,counterfactual,S6759,False,False,False,False,0.17972383020721805,False
qwen3vl_32b,habit_cfx_0310,009797_02,009797,S7788,ready,counterfactual,S7025,False,False,False,False,0.17972383020721805,False
qwen3vl_32b,habit_cfx_0311,009797_02,009797,S7788,ready,counterfactual,S7414,False,False,False,False,0.17972383020721805,False
qwen3vl_32b,habit_cfx_0312,009797_02,009797,S7788,ready,counterfactual,S8975,False,False,False,False,0.17972383020721805,False
qwen3vl_32b,habit_cfx_0313,009801_02,009801,S7788,early,counterfactual,S6759,False,False,False,False,0.1370770066018925,False
qwen3vl_32b,habit_cfx_0314,009801_02,009801,S7788,early,counterfactual,S7025,False,False,False,False,0.1370770066018925,False
qwen3vl_32b,habit_cfx_0315,009801_02,009801,S7788,early,counterfactual,S7414,False,False,False,False,0.1370770066018925,False
qwen3vl_32b,habit_cfx_0316,009801_02,009801,S7788,early,counterfactual,S8975,False,False,False,False,0.1370770066018925,False
qwen3vl_32b,habit_cfx_0317,009801_02,009801,S7788,ready,counterfactual,S6759,False,False,False,False,0.09278854646302195,False
qwen3vl_32b,habit_cfx_0318,009801_02,009801,S7788,ready,counterfactual,S7025,False,False,False,False,0.09278854646302195,False
qwen3vl_32b,habit_cfx_0319,009801_02,009801,S7788,ready,counterfactual,S7414,False,False,False,False,0.09278854646302195,False
qwen3vl_32b,habit_cfx_0320,009801_02,009801,S7788,ready,counterfactual,S8975,False,False,False,False,0.09278854646302195,False
qwen3vl_32b,habit_cfx_0321,007309_01,007309,S8940,early,counterfactual,S6759,False,False,False,False,0.15362660860230165,False
qwen3vl_32b,habit_cfx_0322,007309_01,007309,S8940,early,counterfactual,S7414,False,False,False,False,0.15362660860230165,False
qwen3vl_32b,habit_cfx_0323,007309_01,007309,S8940,early,counterfactual,S7788,False,False,False,False,0.15362660860230165,False
qwen3vl_32b,habit_cfx_0324,007309_01,007309,S8940,early,counterfactual,S8975,False,False,False,False,0.15362660860230165,False
qwen3vl_32b,habit_cfx_0325,007309_01,007309,S8940,ready,counterfactual,S6759,False,False,False,False,0.8802933259424847,False
qwen3vl_32b,habit_cfx_0326,007309_01,007309,S8940,ready,counterfactual,S7414,False,False,False,False,0.8802933259424847,False
qwen3vl_32b,habit_cfx_0327,007309_01,007309,S8940,ready,counterfactual,S7788,False,False,False,False,0.8802933259424847,False
qwen3vl_32b,habit_cfx_0328,007309_01,007309,S8940,ready,counterfactual,S8975,False,False,False,False,0.8802933259424847,False
qwen3vl_32b,habit_cfx_0329,007310_01,007310,S8940,early,counterfactual,S6759,False,False,False,False,0.09064752451156366,False
qwen3vl_32b,habit_cfx_0330,007310_01,007310,S8940,early,counterfactual,S7414,False,False,False,False,0.09064752451156366,False
qwen3vl_32b,habit_cfx_0331,007310_01,007310,S8940,early,counterfactual,S7788,False,False,False,False,0.09064752451156366,False
qwen3vl_32b,habit_cfx_0332,007310_01,007310,S8940,early,counterfactual,S8975,False,False,False,False,0.09064752451156366,False
qwen3vl_32b,habit_cfx_0333,007310_01,007310,S8940,ready,counterfactual,S6759,False,False,False,False,0.8393579383379276,False
qwen3vl_32b,habit_cfx_0334,007310_01,007310,S8940,ready,counterfactual,S7414,False,False,False,False,0.8393579383379276,False
qwen3vl_32b,habit_cfx_0335,007310_01,007310,S8940,ready,counterfactual,S7788,False,False,False,False,0.8393579383379276,False
qwen3vl_32b,habit_cfx_0336,007310_01,007310,S8940,ready,counterfactual,S8975,False,False,False,False,0.8393579383379276,False
qwen3vl_32b,habit_cfx_0337,007312_01,007312,S8940,early,counterfactual,S6759,False,False,False,False,0.08678174114717235,False
qwen3vl_32b,habit_cfx_0338,007312_01,007312,S8940,early,counterfactual,S7414,False,False,False,False,0.08678174114717235,False
qwen3vl_32b,habit_cfx_0339,007312_01,007312,S8940,early,counterfactual,S7788,False,False,False,False,0.08678174114717235,False
qwen3vl_32b,habit_cfx_0340,007312_01,007312,S8940,early,counterfactual,S8975,False,False,False,False,0.08678174114717235,False
qwen3vl_32b,habit_cfx_0341,007312_01,007312,S8940,ready,counterfactual,S6759,False,False,False,False,0.8848110689785276,False
qwen3vl_32b,habit_cfx_0342,007312_01,007312,S8940,ready,counterfactual,S7414,True,False,True,False,0.8848110689785276,False
qwen3vl_32b,habit_cfx_0343,007312_01,007312,S8940,ready,counterfactual,S7788,False,False,False,False,0.8848110689785276,False
qwen3vl_32b,habit_cfx_0344,007312_01,007312,S8940,ready,counterfactual,S8975,False,False,False,False,0.8848110689785276,False
qwen3vl_32b,habit_cfx_0345,007313_01,007313,S8940,early,counterfactual,S6759,False,False,False,False,0.09920401601832542,False
qwen3vl_32b,habit_cfx_0346,007313_01,007313,S8940,early,counterfactual,S7414,False,False,False,False,0.09920401601832542,False
qwen3vl_32b,habit_cfx_0347,007313_01,007313,S8940,early,counterfactual,S7788,False,False,False,False,0.09920401601832542,False
qwen3vl_32b,habit_cfx_0348,007313_01,007313,S8940,early,counterfactual,S8975,False,False,False,False,0.09920401601832542,False
qwen3vl_32b,habit_cfx_0349,007313_01,007313,S8940,ready,counterfactual,S6759,False,False,False,False,0.9073147454776027,False
qwen3vl_32b,habit_cfx_0350,007313_01,007313,S8940,ready,counterfactual,S7414,False,False,False,False,0.9073147454776027,False
qwen3vl_32b,habit_cfx_0351,007313_01,007313,S8940,ready,counterfactual,S7788,False,False,False,False,0.9073147454776027,False
qwen3vl_32b,habit_cfx_0352,007313_01,007313,S8940,ready,counterfactual,S8975,False,False,False,False,0.9073147454776027,False
qwen3vl_32b,habit_cfx_0353,007314_01,007314,S8940,early,counterfactual,S6759,False,False,False,False,0.09078680373478579,False
qwen3vl_32b,habit_cfx_0354,007314_01,007314,S8940,early,counterfactual,S7414,False,False,False,False,0.09078680373478579,False
qwen3vl_32b,habit_cfx_0355,007314_01,007314,S8940,early,counterfactual,S7788,False,False,False,False,0.09078680373478579,False
qwen3vl_32b,habit_cfx_0356,007314_01,007314,S8940,early,counterfactual,S8975,False,False,False,False,0.09078680373478579,False
qwen3vl_32b,habit_cfx_0357,007314_01,007314,S8940,ready,counterfactual,S6759,False,False,False,False,0.8876257132372228,False
qwen3vl_32b,habit_cfx_0358,007314_01,007314,S8940,ready,counterfactual,S7414,True,False,True,False,0.8876257132372228,False
qwen3vl_32b,habit_cfx_0359,007314_01,007314,S8940,ready,counterfactual,S7788,False,False,False,False,0.8876257132372228,False
qwen3vl_32b,habit_cfx_0360,007314_01,007314,S8940,ready,counterfactual,S8975,False,False,False,False,0.8876257132372228,False
qwen3vl_32b,habit_cfx_0361,007315_01,007315,S8940,early,counterfactual,S6759,False,False,False,False,0.1384753344730794,False
qwen3vl_32b,habit_cfx_0362,007315_01,007315,S8940,early,counterfactual,S7414,False,False,False,False,0.1384753344730794,False
qwen3vl_32b,habit_cfx_0363,007315_01,007315,S8940,early,counterfactual,S7788,False,False,False,False,0.1384753344730794,False
qwen3vl_32b,habit_cfx_0364,007315_01,007315,S8940,early,counterfactual,S8975,False,False,False,False,0.1384753344730794,False
qwen3vl_32b,habit_cfx_0365,007315_01,007315,S8940,ready,counterfactual,S6759,False,False,False,False,0.836361134028381,False
qwen3vl_32b,habit_cfx_0366,007315_01,007315,S8940,ready,counterfactual,S7414,False,False,False,False,0.836361134028381,False
qwen3vl_32b,habit_cfx_0367,007315_01,007315,S8940,ready,counterfactual,S7788,False,False,False,False,0.836361134028381,False
qwen3vl_32b,habit_cfx_0368,007315_01,007315,S8940,ready,counterfactual,S8975,False,False,False,False,0.836361134028381,False
qwen3vl_32b,habit_cfx_0369,007316_01,007316,S8940,early,counterfactual,S6759,False,False,False,False,0.07805624052736453,False
qwen3vl_32b,habit_cfx_0370,007316_01,007316,S8940,early,counterfactual,S7414,False,False,False,False,0.07805624052736453,False
qwen3vl_32b,habit_cfx_0371,007316_01,007316,S8940,early,counterfactual,S7788,False,False,False,False,0.07805624052736453,False
qwen3vl_32b,habit_cfx_0372,007316_01,007316,S8940,early,counterfactual,S8975,False,False,False,False,0.07805624052736453,False
qwen3vl_32b,habit_cfx_0373,007316_01,007316,S8940,ready,counterfactual,S6759,False,False,False,False,0.9328541876769552,False
qwen3vl_32b,habit_cfx_0374,007316_01,007316,S8940,ready,counterfactual,S7414,False,False,False,False,0.9328541876769552,False
qwen3vl_32b,habit_cfx_0375,007316_01,007316,S8940,ready,counterfactual,S7788,False,False,False,False,0.9328541876769552,False
qwen3vl_32b,habit_cfx_0376,007316_01,007316,S8940,ready,counterfactual,S8975,False,False,False,False,0.9328541876769552,False
qwen3vl_32b,habit_cfx_0377,007317_01,007317,S8940,early,counterfactual,S6759,False,False,False,False,0.03390499846130472,False
qwen3vl_32b,habit_cfx_0378,007317_01,007317,S8940,early,counterfactual,S7414,False,False,False,False,0.03390499846130472,False
qwen3vl_32b,habit_cfx_0379,007317_01,007317,S8940,early,counterfactual,S7788,False,False,False,False,0.03390499846130472,False
qwen3vl_32b,habit_cfx_0380,007317_01,007317,S8940,early,counterfactual,S8975,False,False,False,False,0.03390499846130472,False
qwen3vl_32b,habit_cfx_0381,007317_01,007317,S8940,ready,counterfactual,S6759,False,False,False,False,0.8892940608877898,False
qwen3vl_32b,habit_cfx_0382,007317_01,007317,S8940,ready,counterfactual,S7414,True,False,True,False,0.8892940608877898,False
qwen3vl_32b,habit_cfx_0383,007317_01,007317,S8940,ready,counterfactual,S7788,False,False,False,False,0.8892940608877898,False
qwen3vl_32b,habit_cfx_0384,007317_01,007317,S8940,ready,counterfactual,S8975,False,False,False,False,0.8892940608877898,False
qwen3vl_32b,habit_cfx_0385,007321_01,007321,S8940,early,counterfactual,S6759,False,False,False,False,0.08685742760766907,False
qwen3vl_32b,habit_cfx_0386,007321_01,007321,S8940,early,counterfactual,S7414,False,False,False,False,0.08685742760766907,False
qwen3vl_32b,habit_cfx_0387,007321_01,007321,S8940,early,counterfactual,S7788,False,False,False,False,0.08685742760766907,False
qwen3vl_32b,habit_cfx_0388,007321_01,007321,S8940,early,counterfactual,S8975,False,False,False,False,0.08685742760766907,False
qwen3vl_32b,habit_cfx_0389,007321_01,007321,S8940,ready,counterfactual,S6759,False,False,False,False,0.9612387835801528,False
qwen3vl_32b,habit_cfx_0390,007321_01,007321,S8940,ready,counterfactual,S7414,True,False,True,False,0.9612387835801528,False
qwen3vl_32b,habit_cfx_0391,007321_01,007321,S8940,ready,counterfactual,S7788,False,False,False,False,0.9612387835801528,False
qwen3vl_32b,habit_cfx_0392,007321_01,007321,S8940,ready,counterfactual,S8975,False,False,False,False,0.9612387835801528,False
qwen3vl_32b,habit_cfx_0393,007322_01,007322,S8940,early,counterfactual,S6759,False,False,False,False,0.0840677091742321,False
qwen3vl_32b,habit_cfx_0394,007322_01,007322,S8940,early,counterfactual,S7414,False,False,False,False,0.0840677091742321,False
qwen3vl_32b,habit_cfx_0395,007322_01,007322,S8940,early,counterfactual,S7788,False,False,False,False,0.0840677091742321,False
qwen3vl_32b,habit_cfx_0396,007322_01,007322,S8940,early,counterfactual,S8975,False,False,False,False,0.0840677091742321,False
qwen3vl_32b,habit_cfx_0397,007322_01,007322,S8940,ready,counterfactual,S6759,False,False,False,False,0.9468591375438491,False
qwen3vl_32b,habit_cfx_0398,007322_01,007322,S8940,ready,counterfactual,S7414,False,False,False,False,0.9468591375438491,False
qwen3vl_32b,habit_cfx_0399,007322_01,007322,S8940,ready,counterfactual,S7788,False,False,False,False,0.9468591375438491,False
qwen3vl_32b,habit_cfx_0400,007322_01,007322,S8940,ready,counterfactual,S8975,False,False,False,False,0.9468591375438491,False
qwen3vl_32b,habit_cfx_0401,005687_01,005687,S8975,early,counterfactual,S6759,False,False,False,False,0.13526361494986008,False
qwen3vl_32b,habit_cfx_0402,005687_01,005687,S8975,early,counterfactual,S7025,False,False,False,False,0.13526361494986008,False
qwen3vl_32b,habit_cfx_0403,005687_01,005687,S8975,early,counterfactual,S7414,False,False,False,False,0.13526361494986008,False
qwen3vl_32b,habit_cfx_0404,005687_01,005687,S8975,early,counterfactual,S8940,False,False,False,False,0.13526361494986008,False
qwen3vl_32b,habit_cfx_0405,005687_01,005687,S8975,ready,counterfactual,S6759,False,False,False,False,0.8921289323394731,False
qwen3vl_32b,habit_cfx_0406,005687_01,005687,S8975,ready,counterfactual,S7025,False,False,False,False,0.8921289323394731,False
qwen3vl_32b,habit_cfx_0407,005687_01,005687,S8975,ready,counterfactual,S7414,False,False,False,False,0.8921289323394731,False
qwen3vl_32b,habit_cfx_0408,005687_01,005687,S8975,ready,counterfactual,S8940,False,False,False,False,0.8921289323394731,False
qwen3vl_32b,habit_cfx_0409,005688_01,005688,S8975,early,counterfactual,S6759,False,False,False,False,0.17343695786203922,False
qwen3vl_32b,habit_cfx_0410,005688_01,005688,S8975,early,counterfactual,S7025,False,False,False,False,0.17343695786203922,False
qwen3vl_32b,habit_cfx_0411,005688_01,005688,S8975,early,counterfactual,S7414,False,False,False,False,0.17343695786203922,False
qwen3vl_32b,habit_cfx_0412,005688_01,005688,S8975,early,counterfactual,S8940,False,False,False,False,0.17343695786203922,False
qwen3vl_32b,habit_cfx_0413,005688_01,005688,S8975,ready,counterfactual,S6759,False,False,False,False,0.8274731719688633,False
qwen3vl_32b,habit_cfx_0414,005688_01,005688,S8975,ready,counterfactual,S7025,False,False,False,False,0.8274731719688633,False
qwen3vl_32b,habit_cfx_0415,005688_01,005688,S8975,ready,counterfactual,S7414,False,False,False,False,0.8274731719688633,False
qwen3vl_32b,habit_cfx_0416,005688_01,005688,S8975,ready,counterfactual,S8940,False,False,False,False,0.8274731719688633,False
qwen3vl_32b,habit_cfx_0417,005691_01,005691,S8975,early,counterfactual,S6759,False,False,False,False,0.2173794409155415,False
qwen3vl_32b,habit_cfx_0418,005691_01,005691,S8975,early,counterfactual,S7025,False,False,False,False,0.2173794409155415,False
qwen3vl_32b,habit_cfx_0419,005691_01,005691,S8975,early,counterfactual,S7414,False,False,False,False,0.2173794409155415,False
qwen3vl_32b,habit_cfx_0420,005691_01,005691,S8975,early,counterfactual,S8940,False,False,False,False,0.2173794409155415,False
qwen3vl_32b,habit_cfx_0421,005691_01,005691,S8975,ready,counterfactual,S6759,False,False,False,False,0.9632364023524762,False
qwen3vl_32b,habit_cfx_0422,005691_01,005691,S8975,ready,counterfactual,S7025,True,False,True,False,0.9632364023524762,False
qwen3vl_32b,habit_cfx_0423,005691_01,005691,S8975,ready,counterfactual,S7414,False,False,False,False,0.9632364023524762,False
qwen3vl_32b,habit_cfx_0424,005691_01,005691,S8975,ready,counterfactual,S8940,False,False,False,False,0.9632364023524762,False
qwen3vl_32b,habit_cfx_0425,005692_01,005692,S8975,early,counterfactual,S6759,False,False,False,False,0.07463346840987095,False
qwen3vl_32b,habit_cfx_0426,005692_01,005692,S8975,early,counterfactual,S7025,False,False,False,False,0.07463346840987095,False
qwen3vl_32b,habit_cfx_0427,005692_01,005692,S8975,early,counterfactual,S7414,False,False,False,False,0.07463346840987095,False
qwen3vl_32b,habit_cfx_0428,005692_01,005692,S8975,early,counterfactual,S8940,False,False,False,False,0.07463346840987095,False
qwen3vl_32b,habit_cfx_0429,005692_01,005692,S8975,ready,counterfactual,S6759,False,False,False,False,0.9685934670971063,False
qwen3vl_32b,habit_cfx_0430,005692_01,005692,S8975,ready,counterfactual,S7025,True,False,True,False,0.9685934670971063,False
qwen3vl_32b,habit_cfx_0431,005692_01,005692,S8975,ready,counterfactual,S7414,False,False,False,False,0.9685934670971063,False
qwen3vl_32b,habit_cfx_0432,005692_01,005692,S8975,ready,counterfactual,S8940,False,False,False,False,0.9685934670971063,False
qwen3vl_32b,habit_cfx_0433,005693_01,005693,S8975,early,counterfactual,S6759,False,False,False,False,0.1601314203164515,False
qwen3vl_32b,habit_cfx_0434,005693_01,005693,S8975,early,counterfactual,S7025,False,False,False,False,0.1601314203164515,False
qwen3vl_32b,habit_cfx_0435,005693_01,005693,S8975,early,counterfactual,S7414,False,False,False,False,0.1601314203164515,False
qwen3vl_32b,habit_cfx_0436,005693_01,005693,S8975,early,counterfactual,S8940,False,False,False,False,0.1601314203164515,False
qwen3vl_32b,habit_cfx_0437,005693_01,005693,S8975,ready,counterfactual,S6759,False,False,False,False,0.9330952305113103,False
qwen3vl_32b,habit_cfx_0438,005693_01,005693,S8975,ready,counterfactual,S7025,False,False,False,False,0.9330952305113103,False
qwen3vl_32b,habit_cfx_0439,005693_01,005693,S8975,ready,counterfactual,S7414,False,False,False,False,0.9330952305113103,False
qwen3vl_32b,habit_cfx_0440,005693_01,005693,S8975,ready,counterfactual,S8940,False,False,False,False,0.9330952305113103,False
qwen3vl_32b,habit_cfx_0441,005694_01,005694,S8975,early,counterfactual,S6759,False,False,False,False,0.1376208536925431,False
qwen3vl_32b,habit_cfx_0442,005694_01,005694,S8975,early,counterfactual,S7025,False,False,False,False,0.1376208536925431,False
qwen3vl_32b,habit_cfx_0443,005694_01,005694,S8975,early,counterfactual,S7414,False,False,False,False,0.1376208536925431,False
qwen3vl_32b,habit_cfx_0444,005694_01,005694,S8975,early,counterfactual,S8940,False,False,False,False,0.1376208536925431,False
qwen3vl_32b,habit_cfx_0445,005694_01,005694,S8975,ready,counterfactual,S6759,False,False,False,False,0.9597224076017676,False
qwen3vl_32b,habit_cfx_0446,005694_01,005694,S8975,ready,counterfactual,S7025,False,False,False,False,0.9597224076017676,False
qwen3vl_32b,habit_cfx_0447,005694_01,005694,S8975,ready,counterfactual,S7414,False,False,False,False,0.9597224076017676,False
qwen3vl_32b,habit_cfx_0448,005694_01,005694,S8975,ready,counterfactual,S8940,False,False,False,False,0.9597224076017676,False
qwen3vl_32b,habit_cfx_0449,005695_01,005695,S8975,early,counterfactual,S6759,False,False,False,False,0.07763728156449755,False
qwen3vl_32b,habit_cfx_0450,005695_01,005695,S8975,early,counterfactual,S7025,False,False,False,False,0.07763728156449755,False
qwen3vl_32b,habit_cfx_0451,005695_01,005695,S8975,early,counterfactual,S7414,False,False,False,False,0.07763728156449755,False
qwen3vl_32b,habit_cfx_0452,005695_01,005695,S8975,early,counterfactual,S8940,False,False,False,False,0.07763728156449755,False
qwen3vl_32b,habit_cfx_0453,005695_01,005695,S8975,ready,counterfactual,S6759,False,False,False,False,0.939338348591294,False
qwen3vl_32b,habit_cfx_0454,005695_01,005695,S8975,ready,counterfactual,S7025,True,False,True,False,0.939338348591294,False
qwen3vl_32b,habit_cfx_0455,005695_01,005695,S8975,ready,counterfactual,S7414,False,False,False,False,0.939338348591294,False
qwen3vl_32b,habit_cfx_0456,005695_01,005695,S8975,ready,counterfactual,S8940,False,False,False,False,0.939338348591294,False
qwen3vl_32b,habit_cfx_0457,005696_01,005696,S8975,early,counterfactual,S6759,False,False,False,False,0.17975789327022199,False
qwen3vl_32b,habit_cfx_0458,005696_01,005696,S8975,early,counterfactual,S7025,False,False,False,False,0.17975789327022199,False
qwen3vl_32b,habit_cfx_0459,005696_01,005696,S8975,early,counterfactual,S7414,False,False,False,False,0.17975789327022199,False
qwen3vl_32b,habit_cfx_0460,005696_01,005696,S8975,early,counterfactual,S8940,False,False,False,False,0.17975789327022199,False
qwen3vl_32b,habit_cfx_0461,005696_01,005696,S8975,ready,counterfactual,S6759,False,False,False,False,0.9335241164932431,False
qwen3vl_32b,habit_cfx_0462,005696_01,005696,S8975,ready,counterfactual,S7025,True,False,True,False,0.9335241164932431,False
qwen3vl_32b,habit_cfx_0463,005696_01,005696,S8975,ready,counterfactual,S7414,False,False,False,False,0.9335241164932431,False
qwen3vl_32b,habit_cfx_0464,005696_01,005696,S8975,ready,counterfactual,S8940,False,False,False,False,0.9335241164932431,False
qwen3vl_32b,habit_cfx_0465,005697_01,005697,S8975,early,counterfactual,S6759,False,False,False,False,0.08129516065073251,False
qwen3vl_32b,habit_cfx_0466,005697_01,005697,S8975,early,counterfactual,S7025,False,False,False,False,0.08129516065073251,False
